,sender,recipients,date,titles,subject,confidence
2609,cornelia.lais,carla.forluniau,2014-01-09 13:02:00,you never get a second chance to make a first impression,Greeting / Informal,0.393
2610,cornelia.lais,cornelia.lais,2014-01-09 13:02:00,you never get a second chance to make a first impression,Greeting / Informal,0.393
2611,isak.baza,isak.baza,2014-01-09 13:05:00,re: can anyone swap on-call slots with me?,Operational Info,0.233
2612,isak.baza,sven.flecha,2014-01-09 13:05:00,re: can anyone swap on-call slots with me?,Operational Info,0.233
2613,isak.baza,nils.calixto,2014-01-09 13:05:00,re: can anyone swap on-call slots with me?,Operational Info,0.233
2614,lucas.alcazar,sven.flecha,2014-01-09 13:10:00,software review report,Operational Info,0.256
2615,lucas.alcazar,isak.baza,2014-01-09 13:10:00,software review report,Operational Info,0.256
2616,ada.campo-corrente,sten.sanjorge jr.,2014-01-09 13:11:00,re: impact of local politics on profit margin,Policy / Rules,0.316
2617,ada.campo-corrente,willem.vasco-pais,2014-01-09 13:11:00,re: impact of local politics on profit margin,Policy / Rules,0.316
2618,ada.campo-corrente,ada.campo-corrente,2014-01-09 13:11:00,re: impact of local politics on profit margin,Policy / Rules,0.316
2619,ada.campo-corrente,orhan.strum,2014-01-09 13:11:00,re: impact of local politics on profit margin,Policy / Rules,0.316
2620,hideki.cocinaro,dante.coginian,2014-01-09 13:15:00,re: tools,Operational Info,0.371
2621,mat.bramar,rachel.pantanal,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2622,mat.bramar,lars.azada,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2623,mat.bramar,felix.balas,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2624,mat.bramar,isande.borrasca,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2625,mat.bramar,axel.calzas,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2626,mat.bramar,gustav.cazar,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2627,mat.bramar,lidelse.dedos,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2628,mat.bramar,birgitta.frente,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2629,mat.bramar,vira.frente,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2630,mat.bramar,adra.nubarron,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2631,mat.bramar,marin.onda,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2632,mat.bramar,kare.orilla,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2633,mat.bramar,elsa.orilla,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2634,mat.bramar,brand.tempestad,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2635,mat.bramar,ingrid.barranco,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2636,mat.bramar,ada.campo-corrente,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2637,mat.bramar,sten.sanjorge jr.,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2638,mat.bramar,orhan.strum,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2639,mat.bramar,willem.vasco-pais,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2640,mat.bramar,bertrand.ovan,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2641,mat.bramar,albina.hafon,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2642,mat.bramar,benito.hawelon,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2643,mat.bramar,claudio.hawelon,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2644,mat.bramar,henk.mies,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2645,mat.bramar,valeria.morlun,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2646,mat.bramar,adan.morlun,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2647,mat.bramar,cecilia.morluniau,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2648,mat.bramar,irene.nant,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2649,mat.bramar,dylan.scozzese,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2650,mat.bramar,lucas.alcazar,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2651,mat.bramar,isak.baza,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2652,mat.bramar,linnea.bergen,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2653,mat.bramar,nils.calixto,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2654,mat.bramar,sven.flecha,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2655,mat.bramar,hideki.cocinaro,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2656,mat.bramar,inga.ferro,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2657,mat.bramar,loreto.bodrogi,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2658,mat.bramar,isia.vann,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2659,mat.bramar,stenig.fusil,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2660,mat.bramar,hennie.osvaldo,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2661,mat.bramar,kanon.herrero,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2662,mat.bramar,varja.lagos,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2663,mat.bramar,minke.mies,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2664,mat.bramar,felix.resumir,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2665,mat.bramar,edvard.vann,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2666,mat.bramar,emile.arpa,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2667,mat.bramar,varro.awelon,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2668,mat.bramar,mat.bramar,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2669,mat.bramar,dante.coginian,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2670,mat.bramar,carla.forluniau,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2671,mat.bramar,linda.lagos,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2672,mat.bramar,cornelia.lais,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2673,mat.bramar,ruscella.mies.haber,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2674,mat.bramar,anda.ribera,2014-01-09 13:19:00,remember casino night!,Social Event,0.855
2675,willem.vasco-pais,sten.sanjorge jr.,2014-01-09 13:31:00,re: impact of local politics on profit margin,Policy / Rules,0.316
2676,willem.vasco-pais,willem.vasco-pais,2014-01-09 13:31:00,re: impact of local politics on profit margin,Policy / Rules,0.316
2677,willem.vasco-pais,ada.campo-corrente,2014-01-09 13:31:00,re: impact of local politics on profit margin,Policy / Rules,0.316
2678,willem.vasco-pais,orhan.strum,2014-01-09 13:31:00,re: impact of local politics on profit margin,Policy / Rules,0.316
2679,rachel.pantanal,hennie.osvaldo,2014-01-09 13:38:00,files,Greeting / Informal,0.313
2680,nils.calixto,lucas.alcazar,2014-01-09 13:45:00,re: security patches needed,Operational Info,0.246
2681,nils.calixto,nils.calixto,2014-01-09 13:45:00,re: security patches needed,Operational Info,0.246
2682,orhan.strum,sten.sanjorge jr.,2014-01-09 13:49:00,re: impact of local politics on profit margin,Policy / Rules,0.316
2683,orhan.strum,willem.vasco-pais,2014-01-09 13:49:00,re: impact of local politics on profit margin,Policy / Rules,0.316
2684,orhan.strum,ada.campo-corrente,2014-01-09 13:49:00,re: impact of local politics on profit margin,Policy / Rules,0.316
2685,orhan.strum,orhan.strum,2014-01-09 13:49:00,re: impact of local politics on profit margin,Policy / Rules,0.316
2686,nils.calixto,lucas.alcazar,2014-01-09 13:50:00,re: security patches needed,Operational Info,0.246
2687,nils.calixto,nils.calixto,2014-01-09 13:50:00,re: security patches needed,Operational Info,0.246
2688,sven.flecha,sven.flecha,2014-01-09 14:03:00,re: software review report,Operational Info,0.312
2689,sven.flecha,isak.baza,2014-01-09 14:03:00,re: software review report,Operational Info,0.312
2690,hennie.osvaldo,rachel.pantanal,2014-01-09 14:05:00,re: files,Operational Info,0.224
2691,stenig.fusil,loreto.bodrogi,2014-01-09 14:12:00,security update: how to handle reporters on the grounds,Policy / Rules,0.76
2692,stenig.fusil,isia.vann,2014-01-09 14:12:00,security update: how to handle reporters on the grounds,Policy / Rules,0.76
2693,stenig.fusil,edvard.vann,2014-01-09 14:12:00,security update: how to handle reporters on the grounds,Policy / Rules,0.76
2694,stenig.fusil,hideki.cocinaro,2014-01-09 14:12:00,security update: how to handle reporters on the grounds,Policy / Rules,0.76
2695,dante.coginian,hideki.cocinaro,2014-01-09 14:17:00,re: tools,Operational Info,0.371
2696,axel.calzas,axel.calzas,2014-01-09 14:18:00,re: field work rotation schedule,Operational Info,0.546
2697,axel.calzas,elsa.orilla,2014-01-09 14:18:00,re: field work rotation schedule,Operational Info,0.546
2698,axel.calzas,lars.azada,2014-01-09 14:18:00,re: field work rotation schedule,Operational Info,0.546
2699,elsa.orilla,elsa.orilla,2014-01-09 14:22:00,gis update,Operational Info,0.297
2700,elsa.orilla,gustav.cazar,2014-01-09 14:22:00,gis update,Operational Info,0.297
2701,elsa.orilla,kare.orilla,2014-01-09 14:22:00,gis update,Operational Info,0.297
2702,elsa.orilla,vira.frente,2014-01-09 14:22:00,gis update,Operational Info,0.297
2703,elsa.orilla,lars.azada,2014-01-09 14:22:00,gis update,Operational Info,0.297
2704,elsa.orilla,adra.nubarron,2014-01-09 14:22:00,gis update,Operational Info,0.297
2705,elsa.orilla,felix.balas,2014-01-09 14:22:00,gis update,Operational Info,0.297
2706,elsa.orilla,axel.calzas,2014-01-09 14:22:00,gis update,Operational Info,0.297
2707,elsa.orilla,marin.onda,2014-01-09 14:22:00,gis update,Operational Info,0.297
2708,elsa.orilla,lidelse.dedos,2014-01-09 14:22:00,gis update,Operational Info,0.297
2709,elsa.orilla,brand.tempestad,2014-01-09 14:22:00,gis update,Operational Info,0.297
2710,hideki.cocinaro,dante.coginian,2014-01-09 14:27:00,re: tools,Operational Info,0.371
2711,nils.calixto,lucas.alcazar,2014-01-09 14:28:00,re: security patches needed,Operational Info,0.246
2712,nils.calixto,nils.calixto,2014-01-09 14:28:00,re: security patches needed,Operational Info,0.246
2713,rachel.pantanal,hennie.osvaldo,2014-01-09 14:29:00,re: files,Operational Info,0.224
2714,lars.azada,axel.calzas,2014-01-09 14:32:00,re: field work rotation schedule,Operational Info,0.546
2715,lars.azada,elsa.orilla,2014-01-09 14:32:00,re: field work rotation schedule,Operational Info,0.546
2716,lars.azada,lars.azada,2014-01-09 14:32:00,re: field work rotation schedule,Operational Info,0.546
2717,adan.morlun,irene.nant,2014-01-09 14:34:00,re: union meeting,Social Event,0.567
2718,adan.morlun,cecilia.morluniau,2014-01-09 14:34:00,re: union meeting,Social Event,0.567
2719,adan.morlun,albina.hafon,2014-01-09 14:34:00,re: union meeting,Social Event,0.567
2720,adan.morlun,adan.morlun,2014-01-09 14:34:00,re: union meeting,Social Event,0.567
2721,adan.morlun,dylan.scozzese,2014-01-09 14:34:00,re: union meeting,Social Event,0.567
2722,claudio.hawelon,isia.vann,2014-01-09 14:36:00,re: awwww- cute!,Greeting / Informal,0.465
2723,adan.morlun,dante.coginian,2014-01-09 14:38:00,re: document stuck,Greeting / Informal,0.261
2724,bertrand.ovan,emile.arpa,2014-01-09 14:39:00,facilities preparations for vip visit,Social Event,0.409
2725,bertrand.ovan,varro.awelon,2014-01-09 14:39:00,facilities preparations for vip visit,Social Event,0.409
2726,bertrand.ovan,dante.coginian,2014-01-09 14:39:00,facilities preparations for vip visit,Social Event,0.409
2727,bertrand.ovan,albina.hafon,2014-01-09 14:39:00,facilities preparations for vip visit,Social Event,0.409
2728,bertrand.ovan,benito.hawelon,2014-01-09 14:39:00,facilities preparations for vip visit,Social Event,0.409
2729,bertrand.ovan,claudio.hawelon,2014-01-09 14:39:00,facilities preparations for vip visit,Social Event,0.409
2730,bertrand.ovan,henk.mies,2014-01-09 14:39:00,facilities preparations for vip visit,Social Event,0.409
2731,bertrand.ovan,valeria.morlun,2014-01-09 14:39:00,facilities preparations for vip visit,Social Event,0.409
2732,bertrand.ovan,adan.morlun,2014-01-09 14:39:00,facilities preparations for vip visit,Social Event,0.409
2733,bertrand.ovan,cecilia.morluniau,2014-01-09 14:39:00,facilities preparations for vip visit,Social Event,0.409
2734,bertrand.ovan,irene.nant,2014-01-09 14:39:00,facilities preparations for vip visit,Social Event,0.409
2735,bertrand.ovan,dylan.scozzese,2014-01-09 14:39:00,facilities preparations for vip visit,Social Event,0.409
2736,isia.vann,claudio.hawelon,2014-01-09 14:49:00,re: awwww- cute!,Greeting / Informal,0.465
2737,claudio.hawelon,isia.vann,2014-01-09 14:50:00,re: awwww- cute!,Greeting / Informal,0.465
2738,isia.vann,claudio.hawelon,2014-01-09 14:57:00,re: awwww- cute!,Greeting / Informal,0.465
2739,axel.calzas,axel.calzas,2014-01-09 14:57:00,re: field work rotation schedule,Operational Info,0.546
2740,axel.calzas,elsa.orilla,2014-01-09 14:57:00,re: field work rotation schedule,Operational Info,0.546
2741,axel.calzas,lars.azada,2014-01-09 14:57:00,re: field work rotation schedule,Operational Info,0.546
2742,ruscella.mies.haber,mat.bramar,2014-01-09 14:59:00,re: you never get a second chance to make a first impression,Policy / Rules,0.55
2743,ruscella.mies.haber,anda.ribera,2014-01-09 14:59:00,re: you never get a second chance to make a first impression,Policy / Rules,0.55
2744,ruscella.mies.haber,rachel.pantanal,2014-01-09 14:59:00,re: you never get a second chance to make a first impression,Policy / Rules,0.55
2745,ruscella.mies.haber,linda.lagos,2014-01-09 14:59:00,re: you never get a second chance to make a first impression,Policy / Rules,0.55
2746,ruscella.mies.haber,ruscella.mies.haber,2014-01-09 14:59:00,re: you never get a second chance to make a first impression,Policy / Rules,0.55
2747,ruscella.mies.haber,carla.forluniau,2014-01-09 14:59:00,re: you never get a second chance to make a first impression,Policy / Rules,0.55
2748,ruscella.mies.haber,cornelia.lais,2014-01-09 14:59:00,re: you never get a second chance to make a first impression,Policy / Rules,0.55
2749,axel.calzas,elsa.orilla,2014-01-09 15:00:00,re: gis update,Operational Info,0.32
2750,axel.calzas,gustav.cazar,2014-01-09 15:00:00,re: gis update,Operational Info,0.32
2751,axel.calzas,kare.orilla,2014-01-09 15:00:00,re: gis update,Operational Info,0.32
2752,axel.calzas,vira.frente,2014-01-09 15:00:00,re: gis update,Operational Info,0.32
2753,axel.calzas,lars.azada,2014-01-09 15:00:00,re: gis update,Operational Info,0.32
2754,axel.calzas,adra.nubarron,2014-01-09 15:00:00,re: gis update,Operational Info,0.32
2755,axel.calzas,felix.balas,2014-01-09 15:00:00,re: gis update,Operational Info,0.32
2756,axel.calzas,axel.calzas,2014-01-09 15:00:00,re: gis update,Operational Info,0.32
2757,axel.calzas,marin.onda,2014-01-09 15:00:00,re: gis update,Operational Info,0.32
2758,axel.calzas,lidelse.dedos,2014-01-09 15:00:00,re: gis update,Operational Info,0.32
2759,axel.calzas,brand.tempestad,2014-01-09 15:00:00,re: gis update,Operational Info,0.32
2760,lars.azada,axel.calzas,2014-01-09 15:01:00,re: field work rotation schedule,Operational Info,0.546
2761,lars.azada,elsa.orilla,2014-01-09 15:01:00,re: field work rotation schedule,Operational Info,0.546
2762,lars.azada,lars.azada,2014-01-09 15:01:00,re: field work rotation schedule,Operational Info,0.546
2763,felix.resumir,dante.coginian,2014-01-09 15:04:00,they need that report today,Event Coordination,0.355
2764,felix.resumir,kanon.herrero,2014-01-09 15:05:00,re: security procedures for january 20 vip visit,Policy / Rules,0.489
2765,felix.resumir,minke.mies,2014-01-09 15:05:00,re: security procedures for january 20 vip visit,Policy / Rules,0.489
2766,felix.resumir,hennie.osvaldo,2014-01-09 15:05:00,re: security procedures for january 20 vip visit,Policy / Rules,0.489
2767,felix.resumir,inga.ferro,2014-01-09 15:05:00,re: security procedures for january 20 vip visit,Policy / Rules,0.489
2768,felix.resumir,edvard.vann,2014-01-09 15:05:00,re: security procedures for january 20 vip visit,Policy / Rules,0.489
2769,felix.resumir,felix.resumir,2014-01-09 15:05:00,re: security procedures for january 20 vip visit,Policy / Rules,0.489
2770,elsa.orilla,elsa.orilla,2014-01-09 15:09:00,re: gis update,Operational Info,0.32
2771,elsa.orilla,gustav.cazar,2014-01-09 15:09:00,re: gis update,Operational Info,0.32
2772,elsa.orilla,kare.orilla,2014-01-09 15:09:00,re: gis update,Operational Info,0.32
2773,elsa.orilla,vira.frente,2014-01-09 15:09:00,re: gis update,Operational Info,0.32
2774,elsa.orilla,lars.azada,2014-01-09 15:09:00,re: gis update,Operational Info,0.32
2775,elsa.orilla,adra.nubarron,2014-01-09 15:09:00,re: gis update,Operational Info,0.32
2776,elsa.orilla,felix.balas,2014-01-09 15:09:00,re: gis update,Operational Info,0.32
2777,elsa.orilla,axel.calzas,2014-01-09 15:09:00,re: gis update,Operational Info,0.32
2778,elsa.orilla,marin.onda,2014-01-09 15:09:00,re: gis update,Operational Info,0.32
2779,elsa.orilla,lidelse.dedos,2014-01-09 15:09:00,re: gis update,Operational Info,0.32
2780,elsa.orilla,brand.tempestad,2014-01-09 15:09:00,re: gis update,Operational Info,0.32
2781,hennie.osvaldo,rachel.pantanal,2014-01-09 15:10:00,re: files,Operational Info,0.224
2782,kare.orilla,gustav.cazar,2014-01-09 15:13:00,gis update,Operational Info,0.297
2783,kare.orilla,felix.balas,2014-01-09 15:13:00,gis update,Operational Info,0.297
2784,kare.orilla,brand.tempestad,2014-01-09 15:13:00,gis update,Operational Info,0.297
2785,kare.orilla,axel.calzas,2014-01-09 15:13:00,gis update,Operational Info,0.297
2786,irene.nant,dylan.scozzese,2014-01-09 15:13:00,re: facilities preparations for vip visit,Social Event,0.373
2787,irene.nant,henk.mies,2014-01-09 15:13:00,re: facilities preparations for vip visit,Social Event,0.373
2788,irene.nant,benito.hawelon,2014-01-09 15:13:00,re: facilities preparations for vip visit,Social Event,0.373
2789,irene.nant,irene.nant,2014-01-09 15:13:00,re: facilities preparations for vip visit,Social Event,0.373
2790,irene.nant,emile.arpa,2014-01-09 15:13:00,re: facilities preparations for vip visit,Social Event,0.373
2791,irene.nant,dante.coginian,2014-01-09 15:13:00,re: facilities preparations for vip visit,Social Event,0.373
2792,irene.nant,albina.hafon,2014-01-09 15:13:00,re: facilities preparations for vip visit,Social Event,0.373
2793,irene.nant,valeria.morlun,2014-01-09 15:13:00,re: facilities preparations for vip visit,Social Event,0.373
2794,irene.nant,adan.morlun,2014-01-09 15:13:00,re: facilities preparations for vip visit,Social Event,0.373
2795,irene.nant,claudio.hawelon,2014-01-09 15:13:00,re: facilities preparations for vip visit,Social Event,0.373
2796,ada.campo-corrente,ada.campo-corrente,2014-01-09 15:17:00,impromptu golf vacation - who's in?,Greeting / Informal,0.477
2797,ada.campo-corrente,orhan.strum,2014-01-09 15:17:00,impromptu golf vacation - who's in?,Greeting / Informal,0.477
2798,ada.campo-corrente,willem.vasco-pais,2014-01-09 15:17:00,impromptu golf vacation - who's in?,Greeting / Informal,0.477
2799,ada.campo-corrente,sten.sanjorge jr.,2014-01-09 15:17:00,impromptu golf vacation - who's in?,Greeting / Informal,0.477
2800,dylan.scozzese,albina.hafon,2014-01-09 15:25:00,re: facilities preparations for vip visit,Social Event,0.373
2801,dylan.scozzese,emile.arpa,2014-01-09 15:25:00,re: facilities preparations for vip visit,Social Event,0.373
2802,dylan.scozzese,irene.nant,2014-01-09 15:25:00,re: facilities preparations for vip visit,Social Event,0.373
2803,dylan.scozzese,dylan.scozzese,2014-01-09 15:25:00,re: facilities preparations for vip visit,Social Event,0.373
2804,elsa.orilla,axel.calzas,2014-01-09 15:29:00,re: field work rotation schedule,Operational Info,0.546
2805,elsa.orilla,elsa.orilla,2014-01-09 15:29:00,re: field work rotation schedule,Operational Info,0.546
2806,elsa.orilla,lars.azada,2014-01-09 15:29:00,re: field work rotation schedule,Operational Info,0.546
2807,emile.arpa,dante.coginian,2014-01-09 15:35:00,re: facilities preparations for vip visit,Social Event,0.373
2808,emile.arpa,emile.arpa,2014-01-09 15:35:00,re: facilities preparations for vip visit,Social Event,0.373
2809,emile.arpa,cecilia.morluniau,2014-01-09 15:35:00,re: facilities preparations for vip visit,Social Event,0.373
2810,emile.arpa,benito.hawelon,2014-01-09 15:35:00,re: facilities preparations for vip visit,Social Event,0.373
2811,emile.arpa,adan.morlun,2014-01-09 15:35:00,re: facilities preparations for vip visit,Social Event,0.373
2812,emile.arpa,irene.nant,2014-01-09 15:35:00,re: facilities preparations for vip visit,Social Event,0.373
2813,emile.arpa,varro.awelon,2014-01-09 15:35:00,re: facilities preparations for vip visit,Social Event,0.373
2814,emile.arpa,claudio.hawelon,2014-01-09 15:35:00,re: facilities preparations for vip visit,Social Event,0.373
2815,emile.arpa,dylan.scozzese,2014-01-09 15:35:00,re: facilities preparations for vip visit,Social Event,0.373
2816,elsa.orilla,elsa.orilla,2014-01-09 15:42:00,re: gis update,Operational Info,0.32
2817,elsa.orilla,gustav.cazar,2014-01-09 15:42:00,re: gis update,Operational Info,0.32
2818,elsa.orilla,kare.orilla,2014-01-09 15:42:00,re: gis update,Operational Info,0.32
2819,elsa.orilla,vira.frente,2014-01-09 15:42:00,re: gis update,Operational Info,0.32
2820,elsa.orilla,lars.azada,2014-01-09 15:42:00,re: gis update,Operational Info,0.32
2821,elsa.orilla,adra.nubarron,2014-01-09 15:42:00,re: gis update,Operational Info,0.32
2822,elsa.orilla,felix.balas,2014-01-09 15:42:00,re: gis update,Operational Info,0.32
2823,elsa.orilla,axel.calzas,2014-01-09 15:42:00,re: gis update,Operational Info,0.32
2824,elsa.orilla,marin.onda,2014-01-09 15:42:00,re: gis update,Operational Info,0.32
2825,elsa.orilla,lidelse.dedos,2014-01-09 15:42:00,re: gis update,Operational Info,0.32
2826,elsa.orilla,brand.tempestad,2014-01-09 15:42:00,re: gis update,Operational Info,0.32
2827,dante.coginian,adan.morlun,2014-01-09 15:58:00,re: document stuck,Greeting / Informal,0.261
2828,bertrand.ovan,emile.arpa,2014-01-09 16:01:00,don't text and drive!,Policy / Rules,0.965
2829,bertrand.ovan,varro.awelon,2014-01-09 16:01:00,don't text and drive!,Policy / Rules,0.965
2830,bertrand.ovan,dante.coginian,2014-01-09 16:01:00,don't text and drive!,Policy / Rules,0.965
2831,bertrand.ovan,albina.hafon,2014-01-09 16:01:00,don't text and drive!,Policy / Rules,0.965
2832,bertrand.ovan,benito.hawelon,2014-01-09 16:01:00,don't text and drive!,Policy / Rules,0.965
2833,bertrand.ovan,claudio.hawelon,2014-01-09 16:01:00,don't text and drive!,Policy / Rules,0.965
2834,bertrand.ovan,henk.mies,2014-01-09 16:01:00,don't text and drive!,Policy / Rules,0.965
2835,bertrand.ovan,valeria.morlun,2014-01-09 16:01:00,don't text and drive!,Policy / Rules,0.965
2836,bertrand.ovan,adan.morlun,2014-01-09 16:01:00,don't text and drive!,Policy / Rules,0.965
2837,bertrand.ovan,cecilia.morluniau,2014-01-09 16:01:00,don't text and drive!,Policy / Rules,0.965
2838,bertrand.ovan,irene.nant,2014-01-09 16:01:00,don't text and drive!,Policy / Rules,0.965
2839,bertrand.ovan,dylan.scozzese,2014-01-09 16:01:00,don't text and drive!,Policy / Rules,0.965
2840,elsa.orilla,rachel.pantanal,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2841,elsa.orilla,lars.azada,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2842,elsa.orilla,felix.balas,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2843,elsa.orilla,isande.borrasca,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2844,elsa.orilla,axel.calzas,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2845,elsa.orilla,gustav.cazar,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2846,elsa.orilla,lidelse.dedos,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2847,elsa.orilla,birgitta.frente,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2848,elsa.orilla,vira.frente,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2849,elsa.orilla,adra.nubarron,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2850,elsa.orilla,marin.onda,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2851,elsa.orilla,kare.orilla,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2852,elsa.orilla,elsa.orilla,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2853,elsa.orilla,brand.tempestad,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2854,elsa.orilla,ingrid.barranco,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2855,elsa.orilla,ada.campo-corrente,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2856,elsa.orilla,sten.sanjorge jr.,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2857,elsa.orilla,orhan.strum,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2858,elsa.orilla,willem.vasco-pais,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2859,elsa.orilla,bertrand.ovan,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2860,elsa.orilla,albina.hafon,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2861,elsa.orilla,benito.hawelon,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2862,elsa.orilla,claudio.hawelon,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2863,elsa.orilla,henk.mies,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2864,elsa.orilla,valeria.morlun,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2865,elsa.orilla,adan.morlun,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2866,elsa.orilla,cecilia.morluniau,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2867,elsa.orilla,irene.nant,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2868,elsa.orilla,dylan.scozzese,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2869,elsa.orilla,lucas.alcazar,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2870,elsa.orilla,isak.baza,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2871,elsa.orilla,linnea.bergen,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2872,elsa.orilla,nils.calixto,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2873,elsa.orilla,sven.flecha,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2874,elsa.orilla,hideki.cocinaro,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2875,elsa.orilla,inga.ferro,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2876,elsa.orilla,loreto.bodrogi,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2877,elsa.orilla,isia.vann,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2878,elsa.orilla,stenig.fusil,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2879,elsa.orilla,hennie.osvaldo,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2880,elsa.orilla,kanon.herrero,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2881,elsa.orilla,varja.lagos,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2882,elsa.orilla,minke.mies,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2883,elsa.orilla,felix.resumir,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
2884,elsa.orilla,edvard.vann,2014-01-09 16:03:00,re: remember casino night!,Social Event,0.759
