articleID|source|title|author|publish_date|location|sentence_index|sentence
181|Kronos Star|POK Assault Police in Abila|Marcella Trapani|2013-12-15|ABILA, Kronos|5|"I want to assure the public that these men will be caught and brought to justice soon."
182|Daily Pegasus|THE GASTECH CAR STRIKES THE AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD ONES||2007-03-21|ELODIS, Kronos|0|A collision of the vehicle demanded the lives of a family of Elodis, including two children.
182|Daily Pegasus|THE GASTECH CAR STRIKES THE AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD ONES||2007-03-21|ELODIS, Kronos|1|The family traveled to house of a program of the school where one of the children had been made in the program of the means in the primary school of Elodis.
182|Daily Pegasus|THE GASTECH CAR STRIKES THE AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD ONES||2007-03-21|ELODIS, Kronos|2|Auxiliary commission Fixes Koppolis of the police of Elodis disclosed three of the victims died in the scene of the accident.
182|Daily Pegasus|THE GASTECH CAR STRIKES THE AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD ONES||2007-03-21|ELODIS, Kronos|3|Marcellus Edris, 33, its Valeria wife, 30, its Celia daughter, 7 died in the scene of the accident.
182|Daily Pegasus|THE GASTECH CAR STRIKES THE AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD ONES||2007-03-21|ELODIS, Kronos|4|A son, Carmine, survived the initial collision but he died more ahead in a hospital of Abila.
182|Daily Pegasus|THE GASTECH CAR STRIKES THE AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD ONES||2007-03-21|ELODIS, Kronos|5|The 25 years old driver of the car of GAStech not identified was maintained at night in the jail of the city of Elodis, and later sent.
182|Daily Pegasus|THE GASTECH CAR STRIKES THE AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD ONES||2007-03-21|ELODIS, Kronos|6|The initial information of the investigators indicate that the driver of the car had entered illegal the intersection in where he had could not stop , whereas the other vehicle had the right of the way.
182|Daily Pegasus|THE GASTECH CAR STRIKES THE AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD ONES||2007-03-21|ELODIS, Kronos|7|The police this Koppolis of Elodis commission would lead a complete investigation.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|0|This Article is the second advance of a three-part range the tackling growing problem of one fear of the community, government indictable offense, and the alarming influence of multinational companies on the country of Kronos.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|1|I met Henk Bodrogi which in city in purchases make rise of the hardware at Ferro to repair a broken motor tractor.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|2|Bodrogi have soya broad beans complete life have been treated, such as its father and their fathers.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|3|I asked him concerning its life on the agriculture company.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|4|We the country has for a long time worked - perhaps 200 years, perhaps  more, Henk Bodrogi me since he picked concerning a container of, which bolt to the correct size.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|5|In the course of the years we a couple has here and there added hectare.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|6|IBusy is a understatement, since I found then I the wiry farmer to tell me more.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|7|I usually up to the areas by sun, M. Henk Bodrogi tells me.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|8|My woman takes care of the children heading to school, then they little something for us for lunch will turn to eat and beside me into diner to work.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|9|When the children recover house of school they pass their jobs, and we are all at the house the most of times dark.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|10|We do this the most days, he adds, except worship days.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|11|Bodrogi identify the suitable bolt and chatter with the cashier concerning children and school since he are completes purchase.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|12|We all know each other it here, Bodrogi explain since we leave.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|13|The most of families have lived here for generations.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|14|First new people who came to city were with that gas company built a couple year back.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|15|I ask Bodrogi if the matter has been well.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|16|We did to recently free good.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|17|The profits were well and we add land, or promote material.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|18|Then started we have all this problem with the plants.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|19|On which manner, I asked.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|20|The plants do not produce if they have in the past.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|21|It took one while to calculate, then one of the town civil servants who are calculated to obtain a water specialist.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|22|Then they tested it they said water was polluted.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|23|Bodrodgi which are sighed, and with a besieged can in its eye he me for my interest thanked and he told had lead me behind to house.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|24|The motor tractor had be confirmed before they the next day could work.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|25|I thanked him and paid attention to him climb in its truck and head from city.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|26|The water specialist appeared the international agency Wellness for all, an international agency with a task healthy bring water to communities to which by natural disasters it are agitated, drawing and - accidentally - oil and gas development.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|27|I obtained a representative of Wellness in for already next day.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|28|Joclyn Reynolds are project coordinator for Wellness for all.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|29|They spoke to me concerning a satellite question of its area office in South-East Asia where she was the efforts of the establishment aid after a earthquake.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|30|Ms. Reynolds came to me for a couple speak minutes between meetings concerning their work in Elodis.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|31|We were contacted by a town civil servant concerning a problem they with their room water had.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|32|In the last years agriculture had collapsed, and the by-effect of certain sicknesses and birth shortages had increased.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|33|The drinking water Elodis comes from the river Tiskele, like already water for agriculture, so that upstream we searched a source.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|34|We found sources of the disposal of the production detritus upstream at the GAStech operation.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|35|The tests showed high levels of benzene, toluene, xylene arsenic, lead and selenium, among other things toxin.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|36|Are possible substances these natural?Not in these amounts, and not this sudden.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|37|The pollution of the groundwater is usually the result of human activity.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|38|GAStech release polluting substances of a pond.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|39|The toxin to form subsurface plucks which trickles in the river Tiskele of which the residents of Elodis their drinking water and irrigation for the plants to draw.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|40|You spoke to GAStech concerning this?Yes, she answered Oh.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|41|We believed firstly we traction reached.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|42|We met representatives GAStech, including one including the higher staff employees, several keren strict Fluss.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|43|He insured our personal GAStech would act responsibly to assist material and financial to cleaning turn effort.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|44|After a time, nevertheless, it became clear that whereas M. Fluss were serious the Sanjorge were those decisions take.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|45|It is clear that he [Sanjorge] has no interest in the well-being of the residents of Elodis, or environment.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|46|Sten Sanjorge, Jr., which had its share in the company of its father in 1990, a reputation for cutthroat company practices had developed.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|47|Then we made no progress with GAStech, continuously Reynolds, the Community LEADERs decided for aid the government of Kronos to approach.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|48|By our policy - and with authorization of the LEADERs Elodis - we published the test results in an officially public document.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|49|The LEADERs Elodis approached then the government civil servants as citizens of a community Kronesian which is armed with the scientific analysis.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|50|Our agency insured them we again its available anyway would help then those agreements became gebe雐ndigd.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|51|On this point Ms. Reynolds as from the telephone were called, so that I returned my editor friend Pondo Reese to tell the tale to finishing.
183|The Wrap|ELODIS, KRONOS:  AID OF UNEXPECTED part two||1998-04-26|This Article is the second of  three|52|Share three 15 May, 1998 are published
184|News Online Today|WHO ARE THE PROTESTERS||2012-08-22|ABILA, Kronos|0|With the third anniversary of Elian Karel's death approaching - former member of the Protectors of Kronos - the question is: who are the protesters?
184|News Online Today|WHO ARE THE PROTESTERS||2012-08-22|ABILA, Kronos|1|The POK was initiated to bring attention to the clean water issues surrounding Elodis to the Government of Kronos and the world.
184|News Online Today|WHO ARE THE PROTESTERS||2012-08-22|ABILA, Kronos|2|The POK asserts he was arrested on trumped up charges while the Government of Kronos contends he was a radical and violent activist engaged in tax evasion.
184|News Online Today|WHO ARE THE PROTESTERS||2012-08-22|ABILA, Kronos|3|The POK has evolved from peaceful protests and demonstrations demanding government action to more violent activities including riots as they claim that the government has done little to nothing in addressing the contamination, poisonings, and deaths suffered by their people.
185|The Abila Post|SPONTANEOUS PROTESTS ERUPT AROUND ABILA||2009-06-20|ABILA, Kronos|0|Protests erupted around the Kronos government buildings, downtown, and elsewhere around Abila eventually escalating into riots and violence.
185|The Abila Post|SPONTANEOUS PROTESTS ERUPT AROUND ABILA||2009-06-20|ABILA, Kronos|1|The activists are protesting the death yesterday of Elian Karel, a Protector of Kronos (POK) activist who died in jail after being arrested for tax evasion.
185|The Abila Post|SPONTANEOUS PROTESTS ERUPT AROUND ABILA||2009-06-20|ABILA, Kronos|2|However, the protests have turned violent with smashed windows and vandalized shops.
185|The Abila Post|SPONTANEOUS PROTESTS ERUPT AROUND ABILA||2009-06-20|ABILA, Kronos|3|Countless shop windows smashed in and around Siopa, the downtown shopping area.
185|The Abila Post|SPONTANEOUS PROTESTS ERUPT AROUND ABILA||2009-06-20|ABILA, Kronos|4|A general sense of chaos broke out with chanting protesters, fires, and fleeing citizens.
185|The Abila Post|SPONTANEOUS PROTESTS ERUPT AROUND ABILA||2009-06-20|ABILA, Kronos|5|A unifying theme of the protesters was the chanted slogans including "Justice for Elian" in reference to previously mentioned activist Elian Karel and "Remember Juliana", a young girl from Elodis who died in 1998 allegedly from the effects of water contamination.
185|The Abila Post|SPONTANEOUS PROTESTS ERUPT AROUND ABILA||2009-06-20|ABILA, Kronos|6|Several buildings were defaced with the above mentioned slogans as well.
185|The Abila Post|SPONTANEOUS PROTESTS ERUPT AROUND ABILA||2009-06-20|ABILA, Kronos|7|The Kronos government issued a statement, "This sort of violence will not be condoned.
185|The Abila Post|SPONTANEOUS PROTESTS ERUPT AROUND ABILA||2009-06-20|ABILA, Kronos|8|Destruction and violence is no way to achieve peace and change - these things are in opposition to each other.
185|The Abila Post|SPONTANEOUS PROTESTS ERUPT AROUND ABILA||2009-06-20|ABILA, Kronos|9|The Protectors of Kronos must resume peaceful means; all other approaches are unjustifiable."
186|News Online Today|GOVERNMENT CITES 'MINOR' CONTAMINATION NEAR ELODIS||1997-10-15|ABILA, Kronos|0|After continued complaints and appeals from the people of Elodis government officials acknowledge minor contamination in and around the rural township in a report on their investigation into the townspeople's health issues.
186|News Online Today|GOVERNMENT CITES 'MINOR' CONTAMINATION NEAR ELODIS||1997-10-15|ABILA, Kronos|1|However, the government report stops short of blaming GAStech International and its Tiskele Bend site 20 km upstream as the people of Elodis assert.
187|The Wrap|REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS POK||2001-03-24|Abila, Kronos|0|A measure became taxes at foreign oil and raise gas development which by minister of health Cesare Nespola is presented covered by a broad fork last week at the general meeting.
187|The Wrap|REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS POK||2001-03-24|Abila, Kronos|1|This defeat is a harsh battle to the guards of Kronos, a group Elodis which to this financing added to supply drinking and irrigation water health care and environment cleaning turn of them.
187|The Wrap|REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS POK||2001-03-24|Abila, Kronos|2|We have a meeting who is planned with the minister, the guards of Kronos to LEADER Henk Bodrogi said.
187|The Wrap|REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS POK||2001-03-24|Abila, Kronos|3|Tel from still us not.
187|The Wrap|REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS POK||2001-03-24|Abila, Kronos|4|We intend improve the measure and the minister Nespola  later on the year introduce it again.
187|The Wrap|REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS POK||2001-03-24|Abila, Kronos|5|Bodrogi are the LEADER of the guards of Kronos, a basis environment group with a task to pollution to turn to which by gas it is caused in its hometown to bore.
188|News Online Today|ELODIS PUBLIC HEALTH FACT SHEET - UPDATE||2000-06-01|ELODIS, Kronos|0|The environmental consequences of Hyper Acidic Substrate Removal (HASR), a controversial drilling technique have taken a huge toll on the health of Elodis residents.
189|The Guide|Annual ends of the meeting of POK in uproar, again||2013-06-22|ABILA, Kronos|0|Rhe members of POK celebrated their annual demonstration in Abila yesterday.
189|The Guide|Annual ends of the meeting of POK in uproar, again||2013-06-22|ABILA, Kronos|1|Greater of the crowd it generally collected in front of the building of the Capitol, shaking the samples that carried out the pictures of Elian Karel and Julian Vann, that were painted like POK "martyrs".
189|The Guide|Annual ends of the meeting of POK in uproar, again||2013-06-22|ABILA, Kronos|2|The crowds sang on the corruption of the government and called president Dorel Kapelou to reduce.
189|The Guide|Annual ends of the meeting of POK in uproar, again||2013-06-22|ABILA, Kronos|3|Several protestors took the samples that called for an end to "corporative Capitalism exploitive of Tethys" and alleging, "GAStech poisoned to our kids".
189|The Guide|Annual ends of the meeting of POK in uproar, again||2013-06-22|ABILA, Kronos|4|The police and the forces of the government security installed between protestors and the building of the Capitol in a demonstration of the force, hoping to prevent the class with chaos that happened during the uproar of the last year.
189|The Guide|Annual ends of the meeting of POK in uproar, again||2013-06-22|ABILA, Kronos|5|Nevertheless, after several hours to sing and of speeches, the geniuses in the crowd indicated by means of lights and protestors undertook the line of the police.
189|The Guide|Annual ends of the meeting of POK in uproar, again||2013-06-22|ABILA, Kronos|6|The forces of the police were forced to use the tear gas, the aerosol of the pepper, tubes the water, and rubber bullets to put under the crowd and to protect the characteristic.
189|The Guide|Annual ends of the meeting of POK in uproar, again||2013-06-22|ABILA, Kronos|7|In spite of their heroic efforts, protestors handled to break some windows, damages several vehicles of the police, and damages three officials.
190|News Desk|ANNIVERSARY OF PROTESTS||2010-06-15|ABILA, Kronos|0|Previous year the spontaneous protests and babble around Abila in reply to the death of Elian Karel from, guards of the activist Kronos (of POK).
190|News Desk|ANNIVERSARY OF PROTESTS||2010-06-15|ABILA, Kronos|1|The civil servants fear a recurrence of the violent activities of previous year around the city on the pleasing anniversary of the death of Karel on 19 June.
190|News Desk|ANNIVERSARY OF PROTESTS||2010-06-15|ABILA, Kronos|2|Civil servants of the government gave that to a short declaration from people insuring of Abila their security of the largest importance are.
190|News Desk|ANNIVERSARY OF PROTESTS||2010-06-15|ABILA, Kronos|3|Concern your matter usual.
190|News Desk|ANNIVERSARY OF PROTESTS||2010-06-15|ABILA, Kronos|4|The groups such as the guards of Kronos continue working apprehension, which tries living and government change apprehension.
190|News Desk|ANNIVERSARY OF PROTESTS||2010-06-15|ABILA, Kronos|5|Your government to fear-mongering.
190|News Desk|ANNIVERSARY OF PROTESTS||2010-06-15|ABILA, Kronos|6|The short government declaration concluded there with a promise to scratch if to protesters, there are indeed protests.
190|News Desk|ANNIVERSARY OF PROTESTS||2010-06-15|ABILA, Kronos|7|Hagar Awelon, a shop owner in district Siopa van Abila that by the events of previous year is influenced heavily, answered to the government declaration: They [government of Kronos] must do more than they previous year.
190|News Desk|ANNIVERSARY OF PROTESTS||2010-06-15|ABILA, Kronos|8|My windows were break, stolen my goods destroyed or, and my zoon was attacked then he the rise defended.
190|News Desk|ANNIVERSARY OF PROTESTS||2010-06-15|ABILA, Kronos|9|They must do more.
191|Athena Speaks|THE SPONTANEOUS PROTESTS BURST AROUND ABILA||2009-06-21|ABILA, Kronos|0|the protests burst around the buildings of government of Kronos, the center town, and elsewhere around Abila climbing thereafter in riots and violence.
191|Athena Speaks|THE SPONTANEOUS PROTESTS BURST AROUND ABILA||2009-06-21|ABILA, Kronos|1|The activists protest yesterday the death of Elan Carol, a guard of activist of Kronos (POK) which died in prison after being stopped for tax avoidance.
191|Athena Speaks|THE SPONTANEOUS PROTESTS BURST AROUND ABILA||2009-06-21|ABILA, Kronos|2|However, the protests turned violent one with the broken windows and vandalized of the stores.
191|Athena Speaks|THE SPONTANEOUS PROTESTS BURST AROUND ABILA||2009-06-21|ABILA, Kronos|3|The innumerable windows of store were crushed in and around Siopa, the zone of workshop of the center.
191|Athena Speaks|THE SPONTANEOUS PROTESTS BURST AROUND ABILA||2009-06-21|ABILA, Kronos|4|A direction general of chaos burst with the singing protesters, fires, and the citizens in escape.
191|Athena Speaks|THE SPONTANEOUS PROTESTS BURST AROUND ABILA||2009-06-21|ABILA, Kronos|5|A topic of unification of the protesters was the slogans singers including/understanding "justice for Elan" in the reference to the activist previously mentioned Elan Carol and "to remember Juliana", a girl of Elodis which died allegedly into 1998 of the effects of the contamination of water.
191|Athena Speaks|THE SPONTANEOUS PROTESTS BURST AROUND ABILA||2009-06-21|ABILA, Kronos|6|Several buildings were as well disfigured with the slogans mentioned above.
191|Athena Speaks|THE SPONTANEOUS PROTESTS BURST AROUND ABILA||2009-06-21|ABILA, Kronos|7|The government of Kronos published a report, "this kind of violence will not be forgiven.
191|Athena Speaks|THE SPONTANEOUS PROTESTS BURST AROUND ABILA||2009-06-21|ABILA, Kronos|8|The destruction and violence are not any manner of carrying out peace and the change - these things are in the opposition between them.
191|Athena Speaks|THE SPONTANEOUS PROTESTS BURST AROUND ABILA||2009-06-21|ABILA, Kronos|9|The guards of Kronos must take again peaceful means; all other approaches are unjustifiable."
192|The General Post|THE EXTENSION OF GASTECH REACHES THE KRONOS BORDERS||1994-09-25|ABILA, Kronos|0|Groundbreaking today in the site of the curve of Tiskele marks another flag planted in foreign ground by GAStech International.
192|The General Post|THE EXTENSION OF GASTECH REACHES THE KRONOS BORDERS||1994-09-25|ABILA, Kronos|1|The international extension of the Sten Sanjorge Jr. has be the seal of its brief renting in the rudder that follows the death of its father in February of this year.
192|The General Post|THE EXTENSION OF GASTECH REACHES THE KRONOS BORDERS||1994-09-25|ABILA, Kronos|2|"It is today the great day for the people of Kronos.
192|The General Post|THE EXTENSION OF GASTECH REACHES THE KRONOS BORDERS||1994-09-25|ABILA, Kronos|3|With the works, and the cheapest and cleaner fuel provided by GAStech that you can begin to live the lives you you deserve.
192|The General Post|THE EXTENSION OF GASTECH REACHES THE KRONOS BORDERS||1994-09-25|ABILA, Kronos|4|"In the heels of the extension of GAStech in Asteria, the site of the curve of Tiskele has the potential of dwarf nobodies of other gas fields of GAStech.
192|The General Post|THE EXTENSION OF GASTECH REACHES THE KRONOS BORDERS||1994-09-25|ABILA, Kronos|5|The preservative estimations of the preliminary results of the well of the test at least put the field of the curve of Tiskele in equality with greatest of the fields of Tethan de GAStech.
193|Tethys News|To break off itself: The emergency to GAStech quarters construction [updates]||2014-01-20||0|1:00 PM update:
193|Tethys News|To break off itself: The emergency to GAStech quarters construction [updates]||2014-01-20||1|The police has come and gone from the building of GAStech, but until this point no employee of GAStech she has left the construction.
193|Tethys News|To break off itself: The emergency to GAStech quarters construction [updates]||2014-01-20||2|Still we do not have official word on because the police is present.
194|The Guide|Kapelou calls POK "one group of criminals"||2012-06-23|ABILA, Kronos|0|In a press launching today, president Kapelou today called the POK "one group of criminals, the hooligans, and malcontents that has done pestilence to our way of the pacific life."
194|The Guide|Kapelou calls POK "one group of criminals"||2012-06-23|ABILA, Kronos|1|The commentaries of president Kapelou come after a given demonstration of POK return in a great uproar in through sector from government from the capital Tuesday.
194|The Guide|Kapelou calls POK "one group of criminals"||2012-06-23|ABILA, Kronos|2|President Kapelou has called for the increasing patrols of the police of the area of Elodis and has said that all the demonstrations of the future POK "will be solved with the maximum force of the police."
195|The World|GASTECH ADOPTS NEW LOGO||2009-05-15|CENTRUM, Tethys|0|With great fanfare GAStech International's President and CEO Sten Sanjorge, Jr. revealed the company's new logo, part of the company's rebranding process.
195|The World|GASTECH ADOPTS NEW LOGO||2009-05-15|CENTRUM, Tethys|1|During the press conference Sanjorge, Jr. spoke of the new logo - a tri-part blue flame - that is reminiscent of a leaf to "help position GAStech and its products as a clean fuel alternative."
195|The World|GASTECH ADOPTS NEW LOGO||2009-05-15|CENTRUM, Tethys|2|He also referenced that the tri-part flame represents the past, present, and future of the company in that by keeping "one eye on the past we know from where we came - our humble beginnings; one eye on the future we will know where we are going - our coming success; and both feet planted in the present we will be proactive in an ever-changing, competitive industry.
195|The World|GASTECH ADOPTS NEW LOGO||2009-05-15|CENTRUM, Tethys|3|"Finally, Sanjorge, Jr. asserted GAStech International's "blue flame is an enduring beacon of environmental responsibility, and a symbol of a clean energy business moving forward.
195|The World|GASTECH ADOPTS NEW LOGO||2009-05-15|CENTRUM, Tethys|4|"This rebranding process and new logo seem to be in response to recent trouble the multi-national gas giant has been struggling with in Kronos including the February 19 protest at GAStech - Kronos' headquarters of 200 people who blocked entrance to the building, resulting in several arrests.
195|The World|GASTECH ADOPTS NEW LOGO||2009-05-15|CENTRUM, Tethys|5|The protest and others in and around Abila, the capital of Kronos, have been in response to alleged water contamination issues and a lack of Government and GAStech response.
195|The World|GASTECH ADOPTS NEW LOGO||2009-05-15|CENTRUM, Tethys|6|Sten Sanjorge, Jr. declined to comment directly on questions regarding protests and environmental contamination.
195|The World|GASTECH ADOPTS NEW LOGO||2009-05-15|CENTRUM, Tethys|7|He deflected, "Today is a great day for GAStech.
195|The World|GASTECH ADOPTS NEW LOGO||2009-05-15|CENTRUM, Tethys|8|I won't let the day be derailed by unfounded, borderline libelous, allegations."
196|Worldwise|Advantages of Kronos of foreign investment||1998-01-19|ABILA, Kronos|0|Is today the fifth birthday of the visionary plan of the President Araullo' S to bring the foreign investment to Kronos, a daring act which derived the enormous advantages for our country right.
196|Worldwise|Advantages of Kronos of foreign investment||1998-01-19|ABILA, Kronos|1|Abila of today is a metropolis activating new cars completely, of new construction, brilliant buildings of office, and modern suitabilities.
196|Worldwise|Advantages of Kronos of foreign investment||1998-01-19|ABILA, Kronos|2|Went potholed of the streets, weak factories, front of store tired, and sad markets of the past.
196|Worldwise|Advantages of Kronos of foreign investment||1998-01-19|ABILA, Kronos|3|Abila of today is a town of industry, a place of trade and investment, of a place of occasion and success.
196|Worldwise|Advantages of Kronos of foreign investment||1998-01-19|ABILA, Kronos|4|Prosperity came in Kronos, and we are very better for him.
196|Worldwise|Advantages of Kronos of foreign investment||1998-01-19|ABILA, Kronos|5|However, there remain those which think incorrectly that prosperity is bad for us.
196|Worldwise|Advantages of Kronos of foreign investment||1998-01-19|ABILA, Kronos|6|These people claim that the foreign investment is bad for our country, that which it dilutes our culture and undermines our values.
196|Worldwise|Advantages of Kronos of foreign investment||1998-01-19|ABILA, Kronos|7|They claim that the foreigners exploit us for their own profit and that our government makes consider little for the wellbeing of our people.
196|Worldwise|Advantages of Kronos of foreign investment||1998-01-19|ABILA, Kronos|8|They are so militant in their false-directed belief which they manufactured claims that the foreign companies poison our children with their technology.
196|Worldwise|Advantages of Kronos of foreign investment||1998-01-19|ABILA, Kronos|9|They even went as much as to have brought the foreign "experts" who it complaint "have our best interests in the middle" helping to draw aside their agenda against progress and prosperity for our people.
196|Worldwise|Advantages of Kronos of foreign investment||1998-01-19|ABILA, Kronos|10|Hypocrisy to bring the foreigners to say to us that the opening of our country the abroads is bad for us is laughable and is obviously a sign of psychosis in those which are opposed to our modernization.
197|The Explainer|INTERROGATED, SENT EMPLOYEE OF GASTECH||2014-01-20||0|The evident confusion comes the similarity between its name and the one from a protector of the member of Kronos.
197|The Explainer|INTERROGATED, SENT EMPLOYEE OF GASTECH||2014-01-20||1|Vann, protector of security for GAStech, was furious, indicating, "I do not have anything to do nobodies with no members of group POK of the terrorist.
197|The Explainer|INTERROGATED, SENT EMPLOYEE OF GASTECH||2014-01-20||2|I know nobody of Elodis.
197|The Explainer|INTERROGATED, SENT EMPLOYEE OF GASTECH||2014-01-20||3|I was born here in Abila and support to my government and my president.
197|The Explainer|INTERROGATED, SENT EMPLOYEE OF GASTECH||2014-01-20||4|It is being being accused and being interrogated by 6 hours like member of terrorist POK one of the worse days of my life.
197|The Explainer|INTERROGATED, SENT EMPLOYEE OF GASTECH||2014-01-20||5|Hardly because a person has he himself name that a criminal does not do him a criminal.
